Set,Card Name,Rarity,Text,Mana Cost,Type,Power,Toughness,CMC,Standard
Duel Decks: Phyrexia vs. the Coalition,Rith's Charm,Uncommon,"Choose one â€”
â€¢ Destroy target nonbasic land.
â€¢ Create three 1/1 green Saproling creature tokens.
â€¢ Prevent all damage a source of your choice would deal this turn.",{R}{G}{W},Instant,,,3.0,No
Duel Decks: Phyrexia vs. the Coalition,Treva's Charm,Uncommon,"Choose one â€”
â€¢ Destroy target enchantment.
â€¢ Exile target attacking creature.
â€¢ Draw a card, then discard a card.",{G}{W}{U},Instant,,,3.0,No
Duel Decks: Phyrexia vs. the Coalition,Power Armor,Uncommon,"Domain â€” {3}, {T}: Target creature gets +1/+1 until end of turn for each basic land type among lands you control.",{4},Artifact,,,4.0,No
Duel Decks: Phyrexia vs. the Coalition,Allied Strategies,Uncommon,Domain â€” Target player draws a card for each basic land type among lands he or she controls.,{4}{U},Sorcery,,,5.0,No
Duel Decks: Phyrexia vs. the Coalition,Elfhame Palace,Uncommon,"Elfhame Palace enters the battlefield tapped.
{T}: Add {G} or {W} to your mana pool.",,Land,,,0.0,No
Duel Decks: Phyrexia vs. the Coalition,Hornet,Common,"Flying, haste",,Artifact,,,0.0,No
Duel Decks: Phyrexia vs. the Coalition,Minion,Common,,,Creature,*,*,0.0,No
Duel Decks: Phyrexia vs. the Coalition,Saproling,Common,,,Creature,1,1,0.0,No
Duel Decks: Garruk vs. Liliana,Vine Trellis,Common,"Defender (This creature can't attack.)
{T}: Add {G} to your mana pool.",{1}{G},Creature,0,4,2.0,No
Duel Decks: Garruk vs. Liliana,Wirewood Savage,Common,"Whenever a Beast enters the battlefield, you may draw a card.",{2}{G},Creature,2,2,3.0,No
Duel Decks: Garruk vs. Liliana,Stampeding Wildebeests,Uncommon,"Trample (This creature can deal excess combat damage to defending player or planeswalker while attacking.)
At the beginning of your upkeep, return a green creature you control to its owner's hand.",{2}{G}{G},Creature,5,4,4.0,No
Duel Decks: Garruk vs. Liliana,Indrik Stomphowler,Uncommon,"When Indrik Stomphowler enters the battlefield, destroy target artifact or enchantment.",{4}{G},Creature,4,4,5.0,No
Duel Decks: Garruk vs. Liliana,Plated Slagwurm,Rare,Hexproof (This creature can't be the target of spells or abilities your opponents control.),{4}{G}{G}{G},Creature,8,8,7.0,No
Duel Decks: Garruk vs. Liliana,Genju of the Cedars,Uncommon,"Enchant Forest
{2}: Enchanted Forest becomes a 4/4 green Spirit creature until end of turn. It's still a land.
When enchanted Forest is put into a graveyard, you may return Genju of the Cedars from your graveyard to your hand.",{G},Enchantment,,,1.0,No
Duel Decks: Garruk vs. Liliana,Lignify,Common,"Enchant creature
Enchanted creature is a Treefolk with base power and toughness 0/4 and loses all abilities.",{1}{G},Tribal,,,2.0,No
Duel Decks: Garruk vs. Liliana,Windstorm,Uncommon,Windstorm deals X damage to each creature with flying.,{X}{G},Instant,,,1.0,No
Duel Decks: Garruk vs. Liliana,Slippery Karst,Common,"Slippery Karst enters the battlefield tapped.
{T}: Add {G} to your mana pool.
Cycling {2} ({2}, Discard this card: Draw a card.)",,Land,,,0.0,No
Duel Decks: Garruk vs. Liliana,Deathgreeter,Common,"Whenever another creature dies, you may gain 1 life.",{B},Creature,1,1,1.0,No
Duel Decks: Garruk vs. Liliana,Ghost-Lit Stalker,Uncommon,"{4}{B}, {T}: Target player discards two cards. Activate this ability only any time you could cast a sorcery.
Channel â€” {5}{B}{B}, Discard Ghost-Lit Stalker: Target player discards four cards. Activate this ability only any time you could cast a sorcery.",{B},Creature,1,1,1.0,No
Duel Decks: Garruk vs. Liliana,Vampire Bats,Common,"Flying (This creature can't be blocked except by creatures with flying or reach.)
{B}: Vampire Bats gets +1/+0 until end of turn. Activate this ability no more than twice each turn.",{B},Creature,0,1,1.0,No
Duel Decks: Garruk vs. Liliana,Drudge Skeletons,Common,"{B}: Regenerate Drudge Skeletons. (The next time this creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)",{1}{B},Creature,1,1,2.0,No
Duel Decks: Garruk vs. Liliana,Urborg Syphon-Mage,Common,"{2}{B}, {T}, Discard a card: Each other player loses 2 life. You gain life equal to the life lost this way.",{2}{B},Creature,2,2,3.0,No
Duel Decks: Garruk vs. Liliana,Wall of Bone,Uncommon,"Defender (This creature can't attack.)
{B}: Regenerate Wall of Bone. (The next time this creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)",{2}{B},Creature,1,4,3.0,No
Duel Decks: Garruk vs. Liliana,Howling Banshee,Uncommon,"Flying
When Howling Banshee enters the battlefield, each player loses 3 life.",{2}{B}{B},Creature,3,3,4.0,No
Duel Decks: Garruk vs. Liliana,Keening Banshee,Uncommon,"Flying
When Keening Banshee enters the battlefield, target creature gets -2/-2 until end of turn.",{2}{B}{B},Creature,2,2,4.0,No
Duel Decks: Garruk vs. Liliana,Genju of the Fens,Uncommon,"Enchant Swamp
{2}: Until end of turn, enchanted Swamp becomes a 2/2 black Spirit creature with ""{B}: This creature gets +1/+1 until end of turn."" It's still a land.
When enchanted Swamp is put into a graveyard, you may return Genju of the Fens from your graveyard to your hand.",{B},Enchantment,,,1.0,No
Duel Decks: Garruk vs. Liliana,Bad Moon,Rare,Black creatures get +1/+1.,{1}{B},Enchantment,,,2.0,No
Duel Decks: Garruk vs. Liliana,Vicious Hunger,Common,Vicious Hunger deals 2 damage to target creature and you gain 2 life.,{B}{B},Sorcery,,,2.0,No
Duel Decks: Garruk vs. Liliana,Ichor Slick,Common,"Target creature gets -3/-3 until end of turn.
Cycling {2} ({2}, Discard this card: Draw a card.)
Madness {3}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",{2}{B},Sorcery,,,3.0,No
Duel Decks: Garruk vs. Liliana,Snuff Out,Common,"If you control a Swamp, you may pay 4 life rather than pay Snuff Out's mana cost.
Destroy target nonblack creature. It can't be regenerated.",{3}{B},Instant,,,4.0,No
Duel Decks: Garruk vs. Liliana,Mutilate,Rare,All creatures get -1/-1 until end of turn for each Swamp you control.,{2}{B}{B},Sorcery,,,4.0,No
Duel Decks: Garruk vs. Liliana,Enslave,Uncommon,"Enchant creature
You control enchanted creature.
At the beginning of your upkeep, enchanted creature deals 1 damage to its owner.",{4}{B}{B},Enchantment,,,6.0,No
Duel Decks: Garruk vs. Liliana,Beast,Common,,,Creature,4,4,0.0,No
Duel Decks: Garruk vs. Liliana,Elephant,Common,,,Creature,3,3,0.0,No
Duel Decks: Divine vs. Demonic,Icatian Priest,Uncommon,{1}{W}{W}: Target creature gets +1/+1 until end of turn.,{W},Creature,1,1,1.0,No
Duel Decks: Divine vs. Demonic,Angelic Page,Common,"Flying
{T}: Target attacking or blocking creature gets +1/+1 until end of turn.",{1}{W},Creature,1,1,2.0,No
Duel Decks: Divine vs. Demonic,Angelic Protector,Uncommon,"Flying
Whenever Angelic Protector becomes the target of a spell or ability, Angelic Protector gets +0/+3 until end of turn.",{3}{W},Creature,2,2,4.0,No
Duel Decks: Divine vs. Demonic,Serra Advocate,Uncommon,"Flying
{T}: Target attacking or blocking creature gets +2/+2 until end of turn.",{3}{W},Creature,2,2,4.0,No
Duel Decks: Divine vs. Demonic,Twilight Shepherd,Rare,"Flying, vigilance
When Twilight Shepherd enters the battlefield, return to your hand all cards in your graveyard that were put there from the battlefield this turn.
Persist (When this creature dies, if it had no -1/-1 counters on it, return it to the battlefield under its owner's control with a -1/-1 counter on it.)",{3}{W}{W}{W},Creature,5,5,6.0,No
Duel Decks: Divine vs. Demonic,Luminous Angel,Rare,"Flying
At the beginning of your upkeep, you may create a 1/1 white Spirit creature token with flying.",{4}{W}{W}{W},Creature,4,4,7.0,No
Duel Decks: Divine vs. Demonic,Angelsong,Common,"Prevent all combat damage that would be dealt this turn.
Cycling {2} ({2}, Discard this card: Draw a card.)",{1}{W},Instant,,,2.0,No
Duel Decks: Divine vs. Demonic,Serra's Boon,Uncommon,"Enchant creature
Enchanted creature gets +1/+2 as long as it's white. Otherwise, it gets -2/-1.",{2}{W},Enchantment,,,3.0,No
Duel Decks: Divine vs. Demonic,Angelic Benediction,Uncommon,"Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)
Whenever a creature you control attacks alone, you may tap target creature.",{3}{W},Enchantment,,,4.0,No
Duel Decks: Divine vs. Demonic,Serra's Embrace,Uncommon,"Enchant creature
Enchanted creature gets +2/+2 and has flying and vigilance.",{2}{W}{W},Enchantment,,,4.0,No
Duel Decks: Divine vs. Demonic,Righteous Cause,Uncommon,"Whenever a creature attacks, you gain 1 life.",{3}{W}{W},Enchantment,,,5.0,No
Duel Decks: Divine vs. Demonic,Angel's Feather,Uncommon,"Whenever a player casts a white spell, you may gain 1 life.",{2},Artifact,,,2.0,No
Duel Decks: Divine vs. Demonic,Marble Diamond,Uncommon,"Marble Diamond enters the battlefield tapped.
{T}: Add {W} to your mana pool.",{2},Artifact,,,2.0,No
Duel Decks: Divine vs. Demonic,Abyssal Gatekeeper,Common,"When Abyssal Gatekeeper dies, each player sacrifices a creature.",{1}{B},Creature,1,1,2.0,No
Duel Decks: Divine vs. Demonic,Dusk Imp,Common,Flying,{2}{B},Creature,2,1,3.0,No
Duel Decks: Divine vs. Demonic,Overeager Apprentice,Common,"Discard a card, Sacrifice Overeager Apprentice: Add {B}{B}{B} to your mana pool.",{2}{B},Creature,1,2,3.0,No
Duel Decks: Divine vs. Demonic,Soot Imp,Uncommon,"Flying
Whenever a player casts a nonblack spell, that player loses 1 life.",{1}{B}{B},Creature,1,2,3.0,No
Duel Decks: Divine vs. Demonic,Demon's Jester,Common,"Flying
Hellbent â€” Demon's Jester gets +2/+1 as long as you have no cards in hand.",{3}{B},Creature,2,2,4.0,No
Duel Decks: Divine vs. Demonic,Souldrinker,Uncommon,Pay 3 life: Put a +1/+1 counter on Souldrinker.,{3}{B},Creature,2,2,4.0,No
Duel Decks: Divine vs. Demonic,Cackling Imp,Common,"Flying
{T}: Target player loses 1 life.",{2}{B}{B},Creature,2,2,4.0,No
Duel Decks: Divine vs. Demonic,Fallen Angel,Rare,"Flying
Sacrifice a creature: Fallen Angel gets +2/+1 until end of turn.",{3}{B}{B},Creature,3,3,5.0,No
Duel Decks: Divine vs. Demonic,Reiver Demon,Rare,"Flying
When Reiver Demon enters the battlefield, if you cast it from your hand, destroy all nonartifact, nonblack creatures. They can't be regenerated.",{4}{B}{B}{B}{B},Creature,6,6,8.0,No
Duel Decks: Divine vs. Demonic,"Kuro, Pitlord",Rare,"At the beginning of your upkeep, sacrifice Kuro, Pitlord unless you pay {B}{B}{B}{B}.
Pay 1 life: Target creature gets -1/-1 until end of turn.",{6}{B}{B}{B},Creature,9,9,9.0,No
Duel Decks: Divine vs. Demonic,Unholy Strength,Common,"Enchant creature
Enchanted creature gets +2/+1.",{B},Enchantment,,,1.0,No
Duel Decks: Divine vs. Demonic,Oni Possession,Uncommon,"Enchant creature
At the beginning of your upkeep, sacrifice a creature.
Enchanted creature gets +3/+3 and has trample.
Enchanted creature is a Demon Spirit.",{2}{B},Enchantment,,,3.0,No
Duel Decks: Divine vs. Demonic,Promise of Power,Rare,"Choose one â€”
â€¢ You draw five cards and you lose 5 life.
â€¢ Create an X/X black Demon creature token with flying, where X is the number of cards in your hand.
Entwine {4} (Choose both if you pay the entwine cost.)",{2}{B}{B}{B},Sorcery,,,5.0,No
Duel Decks: Divine vs. Demonic,Demon's Horn,Uncommon,"Whenever a player casts a black spell, you may gain 1 life.",{2},Artifact,,,2.0,No
Duel Decks: Divine vs. Demonic,Thrull,Common,,,Creature,0,1,0.0,No
"Duel Decks Anthology, Jace vs. Chandra",Martyr of Frost,Common,"{2}, Reveal X blue cards from your hand, Sacrifice Martyr of Frost: Counter target spell unless its controller pays {X}.",{U},Creature,1,1,1.0,No
"Duel Decks Anthology, Jace vs. Chandra",Voidmage Apprentice,Common,"Morph {2}{U}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
When Voidmage Apprentice is turned face up, counter target spell.",{1}{U},Creature,1,1,2.0,No
"Duel Decks Anthology, Jace vs. Chandra",Wall of Deceit,Uncommon,"Defender (This creature can't attack.)
{3}: Turn Wall of Deceit face down.
Morph {U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)",{1}{U},Creature,0,5,2.0,No
"Duel Decks Anthology, Jace vs. Chandra",Fledgling Mawcor,Uncommon,"Flying
{T}: Fledgling Mawcor deals 1 damage to target creature or player.
Morph {U}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)",{3}{U},Creature,2,2,4.0,No
"Duel Decks Anthology, Jace vs. Chandra",Waterspout Djinn,Uncommon,"Flying
At the beginning of your upkeep, sacrifice Waterspout Djinn unless you return an untapped Island you control to its owner's hand.",{2}{U}{U},Creature,4,4,4.0,No
"Duel Decks Anthology, Jace vs. Chandra",Spire Golem,Common,"Affinity for Islands (This spell costs {1} less to cast for each Island you control.)
Flying",{6},Artifact,,,6.0,No
"Duel Decks Anthology, Jace vs. Chandra",Brine Elemental,Uncommon,"Morph {5}{U}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
When Brine Elemental is turned face up, each opponent skips his or her next untap step.",{4}{U}{U},Creature,5,4,6.0,No
"Duel Decks Anthology, Jace vs. Chandra",Quicksilver Dragon,Rare,"Flying
{U}: If target spell has only one target and that target is Quicksilver Dragon, change that spell's target to another creature.
Morph {4}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)",{4}{U}{U},Creature,5,5,6.0,No
"Duel Decks Anthology, Jace vs. Chandra",Repulse,Common,"Return target creature to its owner's hand.
Draw a card.",{2}{U},Instant,,,3.0,No
"Duel Decks Anthology, Jace vs. Chandra",Terrain Generator,Uncommon,"{T}: Add {C} to your mana pool.
{2}, {T}: You may put a basic land card from your hand onto the battlefield tapped.",,Land,,,0.0,No
"Duel Decks Anthology, Jace vs. Chandra",Chandra Nalaar,Mythic Rare,"+1: Chandra Nalaar deals 1 damage to target player.
âˆ’X: Chandra Nalaar deals X damage to target creature.
âˆ’8: Chandra Nalaar deals 10 damage to target player and each creature he or she controls.",{3}{R}{R},Planeswalker,,,5.0,No
"Duel Decks Anthology, Jace vs. Chandra",Flamekin Brawler,Common,{R}: Flamekin Brawler gets +1/+0 until end of turn.,{R},Creature,0,2,1.0,No
"Duel Decks Anthology, Jace vs. Chandra",Pyre Charger,Uncommon,"Haste
{R}: Pyre Charger gets +1/+0 until end of turn.",{R}{R},Creature,1,1,2.0,No
"Duel Decks Anthology, Jace vs. Chandra",Inner-Flame Acolyte,Common,"When Inner-Flame Acolyte enters the battlefield, target creature gets +2/+0 and gains haste until end of turn.
Evoke {R} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.)",{1}{R}{R},Creature,2,2,3.0,No
"Duel Decks Anthology, Jace vs. Chandra",Rakdos Pit Dragon,Rare,"{R}{R}: Rakdos Pit Dragon gains flying until end of turn.
{R}: Rakdos Pit Dragon gets +1/+0 until end of turn.
Hellbent â€” Rakdos Pit Dragon has double strike as long as you have no cards in hand.",{2}{R}{R},Creature,3,3,4.0,No
"Duel Decks Anthology, Jace vs. Chandra",Ingot Chewer,Common,"When Ingot Chewer enters the battlefield, destroy target artifact.
Evoke {R} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.)",{4}{R},Creature,3,3,5.0,No
"Duel Decks Anthology, Jace vs. Chandra",Oxidda Golem,Common,"Affinity for Mountains (This spell costs {1} less to cast for each Mountain you control.)
Haste",{6},Artifact,,,6.0,No
"Duel Decks Anthology, Jace vs. Chandra",Hostility,Rare,"Haste
If a spell you control would deal damage to an opponent, prevent that damage. Create a 3/1 red Elemental Shaman creature token with haste for each 1 damage prevented this way.
When Hostility is put into a graveyard from anywhere, shuffle it into its owner's library.",{3}{R}{R}{R},Creature,6,6,6.0,No
"Duel Decks Anthology, Jace vs. Chandra",Seal of Fire,Common,Sacrifice Seal of Fire: Seal of Fire deals 2 damage to target creature or player.,{R},Enchantment,,,1.0,No
"Duel Decks Anthology, Jace vs. Chandra",Demonfire,Rare,"Demonfire deals X damage to target creature or player. If a creature dealt damage this way would die this turn, exile it instead.
Hellbent â€” If you have no cards in hand, Demonfire can't be countered by spells or abilities and the damage can't be prevented.",{X}{R},Sorcery,,,1.0,No
"Duel Decks Anthology, Jace vs. Chandra",Keldon Megaliths,Uncommon,"Keldon Megaliths enters the battlefield tapped.
{T}: Add {R} to your mana pool.
Hellbent â€” {1}{R}, {T}: Keldon Megaliths deals 1 damage to target creature or player. Activate this ability only if you have no cards in hand.",,Land,,,0.0,No
